DB00014|5311128.0|CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6|00000000000000000000001101110001111100000111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011000101100010110001011000000000011000001100000000000000000000000000000000000000000000000000000010110000000000111111100000000000000000000011110000000000001100000001000000000000000000000001101011011001110000110011110000001100011111111010110111101111110101110010110000000001010100000000011001101010111011101110100000000001000001010000000001011011011000100110010101000100001111111111001101000011011111001111100100110001000101001111110111101101100001011011001101100111001011101110000000010000111111011110110000100111101100011011000001001111001110011001011111000001000111010100000000000000000000000000000000000000000001000000000000000000100000000000000000000000000000000000000000001000000000000000000000000000|01000000000000000000100000000000000000000000000000000000000000000000000000000011110000000000001000000000000010000010011100000000000010000000100010000001000000000000000000000000000000000000100001000000000000000000010000000010000000010000000000100000000000001000000000000001100100000001100000000000000001000001001000100000000000001100000000000000000000010010000000101000000000000010000000000000100000000000000000000100000000000000000000000000000000101000000001000000000000000000000000100000100000000000000010001000000000000010000000010000000000000000100000000000001000000000010000000010000000000000000000000000000000000000000010000000000000100000000010100000000000100000000000000000100000000100000100000000000000000100000000000110000000001001000001000000000000010000001000000000000000000000000000000010000100110000000000000000000000000000010000000000000000000100000000000000000000000010000000001000000000000000000000001000000000110000000100000000000000000000000000010000000001000010000000000000000000000000000000000000000100000000100000001000000000000000000001000000100000000000000000010000100000000000000000000010001001000000000000000000000000010000000010000010000000000001000010000000000000000000000100000000001000000000000000100000000000001000000000000001000000000000000000000000000000000000000000000000000000000100000000000100000000000000100000000100000001000000010000000000000010001000000001000000000000000000000000000000000000000100000000000000000000000000000000000000000000001010100000000010100001000000000000000000000000100100000100000000000001000000000000000000010001010100000000000000001000000011000110000000100000000000000000000000000000000001000000000000000000000000000100000100000000000000000000000000000000100000000000010000001000001000001000100010100000000000000000100001000000000011000000000000000000000000000000000000000000000000000101001000000100000100000001000001000000001001000000100000000000110000010000000010000001000100001000000000000000000000000000100000000000000000000000000000000010100100010010000000000000000000000000000000
DB00035|5311065.0|C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N|00000000000000000000001101110001111100000111111111111100000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011000000000000000000000000000000011000001100000000000000000000000000000000000000000000000000000000000000000000101000000000000000000000000011110000001000001000000001000000000000000000000001100001011001100010111011000000001001011000100000110100000111100000000000010000000001010100000000010001000010101001000110100000000000000001000000000000000010010000000100000000000000000100010001000100000011000111000001000100010000000100001100110001110101000001011010001001100111001010001110000000000000010010011010110000100011000100010011000000001111001110111001011101000001000111000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000|01000000100000000000000000000000100000000100000000000100000000000000000000000000100000000000000000000000000000000001010001000000000000000000100110000000000000000000000000001110000000000000000001000100000000000000000000000000000000010000100000100000000001000000000000000000000000000010000000010000000001000000001000100000000000000000000000000000000000010011000000100000000000000000000000000100100000000010000000000000000000000000000000011000000000100000000000100000000000000000000000000000000000000000000000000000000000000000000000010000000010000100000000000000000000000000010000000010000000000000000000000000000000000000000010000000000000100000000000100000000000001000001000010000000010000100000000000000000000000000000000000100000000001001000101000000000000000000000000000000000000000000010010000010000000010000000000000000000010001000010000000010000000010000000000000000000000000000000000000000000000000000000000001000000000100000000100000000000000001000010000000000000000000010001000000000000000000000100000000000000100000000100000100000000000000000000000000000001000000000000000000000100000000000000000000000001000000000000000000000000000000000000010000000000000000001000000000000000010000000000100000000000000000000000000100000000000000000000000000000000000000000000000001000000000000000000000000000000000000100000000000100000000000000000000000000100000000000000000000000000010000000000001000000000000000000000000000000000000000000000010000000000000001000000000000000000000001000000000100000000000100000000000000000000000010000000100000000100000000000100000001000000000010100000100000000000000000110000010000000001001000000000000010000100001000010000000000000000000000000000000000000010000000000000000000000000000000000000000000000001000001101001000100000000000000000000000100000000000010000000000000000000000000000001000001000000000000000000000000000000000010100000001000000000000000000000000100000000100010000010000010010000000000010000000010000000000000000000000000010000001000000000000000000000010000000000000100000000000000000100000000000
DB00050|25074887.0|CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NC(C)C(=O)N)NC(=O)C(CCCNC(=O)N)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CN=CC=C3)NC(=O)C(CC4=CC=C(C=C4)Cl)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)NC(=O)C|00000000000000000000001101110001111100000111111111111100000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011000000000000000000000000000000011110001100000110000011000001000000000000000000000000000000000000000001100000111010100000000000000000000011110000000100001000000001000000000000000000000001101001011101110000110011010001001100011111110000110110100111100100000010010000000001010100000000010001100010111011101110100000000001000001010000000001000010011000100100111001000000000100011011000101000011011111001101110100110001000101001110110111101101100001110010011101100111001010001110000000010000110011011110110000100111101100011011000000001111001100011001001111000001000111011100100000000000000001000000000000000000001000000000000000000001100100000000000000001000000000000000000001000000000000000000000000000000|01000000000000000000010000000000100000000000000000000000000000000000000000000011110000001000000000000000010010000000010000000000000000000000100110010001000000000000000000000000000000000000000001000100000100000000000010000010000000010000000000100100000000001000000000100000000000001001000000000000000000000000001000000000001000000000000000000000010000010010000000000000000000000010000000000000010000010000000000000000000000000000000000000110000000100000000000000000000000000000000000100000100000000000000000000000000000000010000000010000000000000000100000000000011000000000010000000010000000000000001000000000000000000000000010000000000001100000010000100000000000100001000000000000100000000100000000000001000010000000000000000110000000001001000001000000000000010000000000000100000000000000000000000010000000010000000010000000000000000000000000000000000000000100000000000000000100000000000000001000000000000000000000001000000000110000000100000000000000010000000000000000000000000010000000000100000000000000000000100000010100000000100000001000000100001000000001000000001000100000000000010001100000000000010000000010000001000000000000000000000000010000000010001000000100000001000010000000000000000000000100000000010010000000010000100000000000001000000000000000000100000000000000000000000000000000000000000000000000000100000000000100000000000000000000000000000000000000000000000000000010000001000001000000000000000000000000000000000000000100000000100000000000000000000000001000000000001010100000000000000000000000000000000000100000100000000100000000000001000000000100000000010000000100000000100000000000000011000010000100101000000000000000000000000000000000000000000000000000000000000100010000000000000000000000000010000000000000000000000000000000001000001000100000000000000000000000100000000000000001000000000001000000000000000000000000000000000000000101000001000000001010000001001000000000001000000000100000000000010000010000000010000000000000000000000000000000000000000000000000000000000000001000000000000110100000000010000000000000000000000000000000
DB00091|5284373.0|CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C|00000000000000000000001101110001111100000111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011110000000000001000000001000000000000000000000001101001111001110000110000000000001100000001000000000000000111100000000000010000000001000100000000000001000010101001000010000000000000000000000000000000000000010000000000000000000000000100000001000100000011000100000000000000010000000001001010000000101100000000010000001001000000001010001000000000000000000011010110110000000001001100000000000000000110001100000001000000000000000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|01000100000000000001000000000000000000100000000100000000000000000000000000000000100010000000000000000100000000000001000000000011000010000000000000000000000000010000000000100000000000000010000000000000000000001100000000010000000100000000000000010000001001000000000000000100000000000001000000000010110001000000000000100000000000000000000100000000000000000000000000000000001000000000000000001000000000000000000000000000000000000001000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000001000000000000000000000000000010000000000000000000000000000010000000000000000000000000000000000000000000100000000000000000000000100000100000000010000000010000000000000000001000000000000000000000000000000100000000000000000100000100000000000000000000000000000000000000000000000010000000010000000000000000001000010000000000001000000000000000000000000000000001100000010000000100000000000000000000010001000000100000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000100000000000000000000001000000000000000000000000000000000000000000000001000000001000100000000000000000000100000100000000000100100000000000000000000000000000100000000000000000000000000000001000000000000000000000000010000000000000000000000001000000000000000000100000000000000001000000000000000000000100000000000000000000000010000000000000000110000010000000000000000100000000010000000000000000000000010000000000000000000000100000000000000000000000001000000000000001000000000010000000001000000000000000000000000000000010001000000000001000000000000000000000000000000000000000000000000100000010000000000000000000000000000000000000000010000000000001000000000000010001000000000000000100000000100000000000000000000000000000000100000000000000001000001000000000010000000000000000000000000000000000000000000001000000000000000100000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000001000001000000000000000000000000000000010000000
DB00104|448601.0|CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)C(CC5=CC=CC=C5)N)C(=O)NC(CO)C(C)O)O|00000000000000000000001101110001111100000111111111111100000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011000000000000000000000000000000011000001100000110000000000000000000000000000000000000000000000010110000000000111110100000000000000000000011110000001000001000000001000000000000000000000001100001111001110010111011110000001101011111011000000111100101100100110010010000000001010100000000011001101010111011101010100000000001000001010000000001000000011000100000010001000000000100011011001101000011011100001100100100110000000101001110000111101101100000010010001101100011001010001100000000010000110011110110110000000001101100011001000000001110001100010001001110000001000111010000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000|01000000000000000000000000000000100000000000000000000000000000000000000000000001100000000010000000000000000000000001010100000000000000000000100000000000000000000000000000000000000000000000000000000000010000000000000000000010000100000000000000000000000000000000001000000000100000000011000000000000000001000000000000100000000000001100001000000000000000001001000000101100000000100000000000010100000000000010000000000000000010000000000000010000000000000000000001100000000000000010000000100000000000001000000000000100000000000000000000110000000000000000000000000000100000000000010000000000000000000000000000000000100000000000000000000000000000000000000000100000000000001000000010010000000000010100000000000000000000000000000000000000000000000000010100000000000000010000000000000000000000000010000000000000000000110000100000001000000011001000000000000000000000000100000000000000000000000000000000000000000000000000000000000100000000100000000000000000000000100000010000000010000100000000010000000000000000000000001000000000010100000000000000100000000000000000000001000000001000000000000000100000100000000000000000000001001100000000000000000000000000000000000010000010000000100001000000000000100000000000000100000000000000001000000000000000000000000000100000000000000000000000000000000010000000000000000000000000000100000000000000000001000000000010001000000100100001000000000000000000000010000000000000000001000000000000000000000000000000100000000000000000000000001000000000000000000000000000000010000000001000100010000000001100000000000000000000000001000000000000000000000000000011000000000000000000000000000000000100000000100000000000000000010000000011000000000000010000000000000000000000000000010001000000000000000001000000000000000000010000000100000100001000100000000000000000000000000001000000000000000000000000000000000000000000001000000000001000000001000000000000000000000001000001000000000000000000000000000000010000010000010000000000000100000000010000000000000000000000000000000000000000000000100000100000000000010000000000000000000000000000000000
DB00125|6322.0|C(CC(C(=O)O)N)CN=C(N)N|00000000000000000000001101110001110000000110001110110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011110000000000001000000001000000000000000000000001000001010001100000110000000000001000000000100001000000000100100000000000010000000000010100000000000000000001001000000101100000000000000000000000000000000010000000000000000000000000000000000000000100000011000000000000000000000000000001000000000000100100000000010000000000000000000000001000000000000000000010000010000000000000000000000000000000000001001100000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|01000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000000000000000000000000000000000000100000000000001000000000000000000000000000000000000000000000010000000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000100001000000000000000000000000000000000000000000000000000000000000010000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000
DB00132|5280934.0|CCC=CCC=CCC=CCCCCCCCC(=O)O|00000000000000000000001101110001111000000111100000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011010000000000000000000001000000000000000000000001000000000001000000010000000000000000000001000001000000000000000000000000010000000001000100000000000001000001101001000001000000000000000000000000000000000000010000000000000000000000000100000001000000000010000000000000000000010000000000000000000000100100000000000000001000000000000000001000000000000000000010010000000000000000000100000000000000000111000100011001000101000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|00000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000100000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000100000000000000000000000001000000000000000000000000000000000000000000000000000000100000000000000000000000001000000001000010000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000010000000000000000000000010000000010000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000001000000000000000000010000000000000100000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000100000000010000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000010000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
DB00136|5280453.0|CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C|00000000000000000000001101110001111100000111100000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000011000001100000000000000000000000000000000000000000000000000000011000000000000000000000000000000000000000011010000000000000000000001000000000000000000000001111010101001010000010000000000000100000001000000000000000000000000000000010000000001000000000000010001000000100001000000000000000000000000000000000000000000010000000000000000000000000000000001000000000000000000000000000000010000000100000010100000000100000000000000001000000000000000001000000000000000000010111000000000000000000100010010000000000111000000011100000111101000000111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000001000000000000000000001000000000|01000000100000000000000000000000000100000000000000000000100000000000000000000000100000000000000000000000000000000010001000000000000000000100000000001001000000000000000000000000000000000000000000000000000000000000000000000000010000010000000000010000000000000000000000000000000000010001000000000000000000000000000000000000000000000000100000000000000000000000100000000000000001000000000000000000100100000000000000000000000000000000000000000000000010000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000110010000000000001000000000000000000010000000000000000000000001000000000000011000000000000000000000000000010000000000000000000000010000000000000000000000000000000000000000000000010000100000000000000000000000000000100000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000100000000000000000000000000001001000010000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000100001000000000000000000000000000000000000000000000000000000000000000000010000001000000000000000000010000000000000000100000000000000000100000000000000010000000000000000100000000001000000000000000000000001000001010000000000010000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000010001000000000000000000100000000000000000100000000000000000000000000001000000000000000000000000000000000000000000000000000000000000010100000000000000000000000000000000000000000000000010001000000000000000000000000000000001000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000010010000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
DB00152|1130.0|CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO|00000000000000000000001101110001111000000111001110100000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011000000000000000000000000000000010110000000000000000000000000000000000000000000000000000000000000000000000000111100000000000000000000000011110000001000001000000001000000000000000000000001100000010001110000111011111000001101010111110110001100101110100110000010010000010001010010000000011000101100110011101100100000000001000000011110000101010010111000100001000101110000000000101011000001101000011100001000100000110001000000000111000100000100110000011001001010000000000010001000100000010000010110001000000000000111100100001001000001000101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|00000000000000000000000000100000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000100000000000000000000000000000000010000000010000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000000100000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000010000000000000000000000000010000000000000000000000000000000000000000001000000000010000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001000000000000000100000000000001000000000010000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000010010000000000000000000000000000000000000000000000000000000000000000000010000101000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000010000100000000001000000000000000000000000000000010100000000000000000000000000000000010000000000010000000000000000000000000000000000001000000000000000001000000000000000001000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000
DB00153|5280793.0|CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C|00000000000000000000001101110001111100000111100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000011000001100000000000000000000000000000000000000000000000000000011000000000000000000000000000000000000000011010000000000000000000001000000000000000000000001111000101001010000010000000000000100000001000000000000000000000000000000010000000001000000000000010001000000100001000000000000000000000000000000000000000000010000000000000000000000000100000001000000000000000000000000000000010000000100000010000000000100000000000000001000000000000000001000000000000000000010011000000000000000000100010000000000000111000000011000000110000000000111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000001000000000|01000000100000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001010000000000000000000000000000000000000001000000000001000000000000000000000000001000010000000000000000000000000000100000000000000000000000000000000000000100000000000000000000000000000000000100000000000010000000000000000000000000100000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000001000000000000000000010000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000001000000000000000000000000000000000000000100000000000000000000000000000010000100000000000000000000000000000000000000000000000000010000000000000000000000000000010000000000100000000100000000000000000000100000001001000000000000000000000000000100000000000001000000000000000000010000000000000000001000000000000000100001000000000000000000000000000000000000000000000000000000000000000000010000001001000101000000000010000000000000000100000000000000000000010000000000000001000000000000100000000001000000000000000000000001000001010000000000010000000000000000000000000000000000000000000000100000000000000000000000000010000000000000000010001000000010000000000000000000000000000000001000000000000000000000000000000000000000000000000001000000000000000000000000000000000000100000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000000000000001000000000000
